"ID","LASTPD","FEMALE","CENSOR"
142146,3,0,1
142148,3,1,1
142150,2,1,0
142151,1,1,1
142152,3,0,1
142153,3,0,1
142154,2,1,0
142156,3,1,0
142157,1,0,1
142159,3,0,0
142160,4,1,1
142161,3,0,1
142162,3,0,0
142169,3,0,0
142170,1,0,1
143104,2,1,0
143111,2,1,1
143112,2,1,1
143113,2,1,0
143114,1,1,0
143115,1,1,0
143117,2,1,1
143119,2,0,0
143122,3,1,1
143126,3,0,1
143131,4,1,0
143135,3,1,1
143137,2,1,0
143138,2,0,0
143140,2,1,0
143144,1,0,0
143151,2,0,0
143155,2,1,0
143157,2,1,0
143158,2,0,1
143159,2,1,0
143160,3,0,1
143164,3,1,0
144104,2,1,0
144105,2,0,0
144106,3,1,1
144107,2,0,0
144108,3,1,0
144109,3,0,1
144110,3,0,1
144112,2,0,0
144115,2,1,0
144116,2,1,0
144117,2,0,0
144119,3,0,1
144121,2,1,0
144122,4,1,1
144123,3,1,1
144125,2,0,0
144126,4,1,1
144127,4,1,1
144128,4,0,0
144133,1,1,0
144135,2,0,1
144136,3,1,0
144137,2,1,0
144143,2,1,1
144144,2,1,0
144146,1,1,0
144147,3,0,1
144148,3,0,1
144149,2,1,0
144151,2,1,0
144152,2,0,0
144153,2,1,0
144154,2,0,0
144155,1,1,0
145101,2,0,0
145102,2,0,0
145104,2,0,0
145108,2,0,0
145113,2,0,0
145116,1,0,0
145117,1,0,0
145118,4,0,1
145121,4,0,1
145122,1,0,0
145123,2,0,0
145124,2,0,0
145126,1,0,0
145131,4,0,0
145132,1,0,0
145133,3,0,1
145135,3,0,0
145139,1,1,0
145142,4,1,1
145146,1,1,0
145151,2,1,0
145154,3,1,1
145161,2,0,0
146101,3,1,1
146102,3,1,1
146103,3,1,0
146104,4,1,0
146106,2,0,1
146107,2,1,1
146108,3,1,1
146110,3,0,1
146111,3,0,1
146115,2,0,1
146116,3,0,1
146124,3,0,1
146128,3,0,1
146131,4,0,0
146132,1,1,1
146135,4,0,1
146136,2,1,1
146137,4,0,0
146139,3,0,1
146140,2,1,1
146142,2,0,1
146143,2,0,0
146144,2,1,0
146147,3,1,1
146148,2,0,0
146149,4,1,1
146151,4,1,1
146152,4,0,0
146155,3,1,1
146156,1,1,1
146158,4,1,0
146159,3,1,1
146162,2,1,0
146165,3,1,1
147102,3,0,1
147103,4,1,0
147104,4,1,1
147105,4,1,0
147106,2,0,0
147108,4,0,0
147111,1,0,1
147113,1,1,1
147116,1,1,1
147117,3,0,1
147119,1,0,0
147120,3,0,0
147125,4,1,0
147128,3,0,0
147131,2,0,0
147132,2,0,0
147136,2,1,1
147137,3,0,1
147138,3,0,0
147140,2,1,0
147143,4,0,1
147144,4,0,1
147147,2,0,0
147148,2,0,0
147149,2,1,0
147152,2,1,1
147154,3,1,1
147158,1,0,0
147160,2,0,0
147161,1,1,0
147163,1,1,1
147166,4,1,1
147168,1,1,0
301101,4,0,1
301102,4,0,0
301103,3,1,0
301104,1,0,0
301106,4,1,0
301107,2,1,0
301108,2,0,0
301109,3,0,1
301110,4,0,0
301112,1,1,0
301114,2,0,1
301121,3,1,1
301122,4,1,1
301123,1,1,0
301124,3,1,1
301125,2,0,1
301126,3,0,1
301127,3,1,0
301128,1,1,0
301130,4,0,1
301131,3,1,1
301132,4,1,1
301134,4,1,1
301135,3,1,1
301136,4,1,0
301137,3,0,0
301141,2,0,0
301142,3,1,0
301144,1,1,1
301145,2,0,1
301147,4,0,0
301148,4,1,0
301149,1,0,0
301150,1,1,0
301153,3,0,0
301154,1,1,0
301155,4,0,1
301158,4,0,1
301161,3,1,0
301162,3,1,0
301163,3,1,0
301166,2,0,0
301167,3,0,0
301168,3,1,0
301169,1,1,1
301170,1,1,0
301171,4,0,0
301172,3,0,0
301173,2,1,1
302102,3,1,1
302104,1,1,0
302106,4,1,0
302107,3,1,1
302108,3,0,1
302109,4,1,1
302110,1,0,0
302112,1,0,0
302114,2,0,0
302115,2,0,0
302117,1,0,0
302118,2,0,1
302119,3,1,0
302120,1,1,0
302121,1,0,1
302123,1,0,0
302124,2,1,0
302125,1,1,0
302127,4,1,1
302128,4,0,1
302129,2,0,0
302130,2,0,0
302131,2,1,0
302132,2,1,0
302133,3,0,1
302135,3,0,0
302136,3,1,0
302138,3,0,0
302139,1,1,0
302140,1,1,0
302142,3,1,1
302143,1,1,1
302144,1,0,0
302145,2,0,0
302146,2,1,0
302149,4,1,1
302151,1,0,0
302152,1,1,0
302153,1,0,0
302154,1,0,1
302155,2,1,0
302156,2,0,0
302158,2,0,0
302159,3,1,1
302161,2,0,0
302164,4,1,1
302165,4,0,1
302166,3,0,1
302167,2,1,0
302168,1,0,0
302169,2,1,0
302191,1,0,0
302192,1,0,0
302193,1,0,0
302194,2,1,0
302195,2,1,0
302196,3,1,1
302197,3,1,1
302198,1,1,0
302199,1,0,0
302201,2,1,0
302203,1,0,0
302204,4,1,1
302205,4,0,0
302206,4,1,1
302207,1,0,0
302210,4,1,1
302212,1,0,0
302213,3,0,1
302214,3,1,0
303102,4,0,1
303103,3,1,0
303104,3,0,1
303105,1,1,0
303106,1,1,0
303110,2,0,0
303112,2,0,0
303114,2,0,0
303115,4,1,0
303116,3,1,0
303117,4,1,1
303118,2,1,0
303119,2,1,0
303120,2,0,0
303122,1,0,0
303124,2,0,0
303125,2,0,1
303126,4,1,1
303127,2,0,0
303128,2,1,0
303131,1,1,0
303132,1,1,0
303133,4,0,0
303134,1,0,1
303136,3,1,1
303137,1,0,0
303138,2,1,0
303139,3,1,1
303140,2,0,0
303141,1,0,1
303142,2,0,1
303143,2,1,0
303144,1,0,0
303145,4,0,0
303146,3,1,1
304103,2,1,0
304104,1,0,0
304105,4,1,0
304106,2,0,0
304107,2,1,0
304108,2,1,0
304109,4,1,0
304110,1,0,0
304112,2,0,0
304114,2,0,0
304115,3,1,1
305101,4,0,0
305102,4,1,0
305103,1,1,0
305104,2,1,0
305108,2,1,0
305109,2,1,0
305110,4,0,0
305111,4,1,0
305113,2,1,0
305114,1,1,0
305115,2,1,0
305116,2,1,0
307102,2,1,0
307103,3,1,1
307106,2,1,0
307107,4,1,1
307108,2,0,0
307110,1,1,0
307112,2,0,0
307116,2,1,0
307117,3,0,1
307118,1,0,0
307121,1,1,0
307124,1,1,0
307125,2,1,0
307128,2,1,0
307129,2,1,0
307130,1,0,0
307131,2,1,0
307134,2,1,0
307135,1,0,0
307137,1,1,0
307138,2,1,0
307143,2,0,0
307146,3,1,0
307147,3,1,0
307148,2,0,0
308113,1,1,0
309101,3,1,1
309102,4,0,1
309103,3,0,1
309104,4,0,1
309105,4,0,1
309106,4,1,0
309107,2,0,0
309108,2,1,1
309109,4,0,0
309110,2,0,1
309111,2,1,1
309113,3,0,1
309114,3,0,1
309115,1,1,0
309116,3,1,1
309117,4,1,0
309118,4,1,0
309119,1,0,0
309120,4,0,1
309121,4,0,0
309122,4,0,1
309123,4,0,0
309124,2,1,1
309125,1,0,1
309126,3,0,1
309127,3,1,1
309131,1,1,0
309132,1,0,1
309133,4,1,1
309134,1,0,1
309135,1,0,0
309136,4,1,0
309137,3,1,1
309138,1,0,1
309139,3,1,1
309140,2,1,0
309141,4,1,0
309142,4,0,0
309143,1,1,1
309144,4,1,1
309145,3,1,1
309147,3,0,1
309148,3,0,1
309149,1,0,0
309150,4,0,1
309151,2,1,1
309152,2,1,0
309153,1,0,0
309154,2,1,0
309155,3,0,1
309156,4,0,1
309157,3,0,1
309158,3,1,0
309159,2,0,0
309160,4,0,1
309161,1,0,0
309163,4,0,1
309165,4,0,0
309166,3,0,1
309167,1,1,0
309168,1,1,0
309169,2,1,0
309170,3,0,1
309191,4,0,1
309192,3,0,1
309193,1,1,1
309194,2,1,1
309195,3,1,0
309197,3,0,1
309198,1,1,0
309199,1,0,1
309202,1,0,0
309204,3,1,0
309205,4,1,1
309206,3,0,1
309207,4,0,1
309209,4,1,1
309210,2,0,1
309211,2,1,0
309212,3,1,0
309217,3,0,0
309219,4,1,0
309220,4,1,1
309221,3,1,1
309223,3,0,1
309224,3,1,0
