"id","lnw","exper","ged","postexp","black","hispanic","hgc","hgc.9","uerate","ue.7","ue.centert1","ue.mean","ue.person.cen","ue1"
7250,2.263,3.566,1,3.552,1,0,10,1,6.695,-0.305,-2.905,7.865,-1.17,9.6
7257,1.618,0.212,0,0,1,0,9,0,5.595,-1.405,0,7.63166666666667,-2.03666666666667,5.595
7257,1.712,1.002,0,0,1,0,9,0,7.6,0.6,2.005,7.63166666666667,-0.0316666666666663,5.595
7257,1.659,1.122,0,0,1,0,9,0,9.7,2.7,4.105,7.63166666666667,2.06833333333333,5.595
7277,1.525,0.365,0,0,1,0,9,0,7.8,0.8,0,7.198125,0.601875,7.8
7277,1.645,1.285,1,0.463,1,0,9,0,9.6,2.6,1.8,7.198125,2.401875,7.8
7277,1.29,1.94,1,1.118,1,0,9,0,7.198125,0.198125,-0.601875,7.198125,0,7.8
7277,1.455,1.953,1,1.13,1,0,9,0,7.198125,0.198125,-0.601875,7.198125,0,7.8
7277,1.596,2.953,1,2.13,1,0,9,0,7.4,0.4,-0.399999999999999,7.198125,0.201875000000000,7.8
7277,1.684,4.068,1,3.245,1,0,9,0,7.3,0.3,-0.5,7.198125,0.101875000000000,7.8
7277,1.387,5.088,1,4.265,1,0,9,0,7.4,0.4,-0.399999999999999,7.198125,0.201875000000000,7.8
7277,1.97,6.168,1,5.345,1,0,9,0,6.295,-0.705,-1.505,7.198125,-0.903125,7.8
7277,1.997,6.938,1,6.115,1,0,9,0,5.895,-1.105,-1.905,7.198125,-1.303125,7.8
7277,1.792,7.388,1,6.565,1,0,9,0,5.895,-1.105,-1.905,7.198125,-1.303125,7.8
7309,1.569,1.03,0,0,0,0,9,0,9.9,2.9,0,6.52125,3.37875,9.9
7309,2.038,1.49,0,0,0,0,9,0,6.095,-0.905,-3.805,6.52125,-0.426250000000000,9.9
7309,2.081,2.14,0,0,0,0,9,0,4.895,-2.105,-5.005,6.52125,-1.62625,9.9
7309,2.259,3.236,0,0,0,0,9,0,5.195,-1.805,-4.705,6.52125,-1.32625,9.9
7311,2.115,1.167,0,0,0,0,8,-1,8.6,1.6,0,8.6,0,8.6
7318,1.581,1.125,1,0,1,0,8,-1,6.095,-0.905,0,6.64625,-0.55125,6.095
7318,1.714,2.201,1,1.077,1,0,8,-1,9.8,2.8,3.705,6.64625,3.15375,6.095
7318,1.939,2.801,1,1.677,1,0,8,-1,11.5,4.5,5.405,6.64625,4.85375,6.095
7318,1.318,3.061,1,1.937,1,0,8,-1,5.495,-1.505,-0.6,6.64625,-1.15125,6.095
7318,1.931,4.141,1,3.017,1,0,8,-1,5.095,-1.905,-1,6.64625,-1.55125,6.095
7318,1.755,5.372,1,4.248,1,0,8,-1,4.895,-2.105,-1.2,6.64625,-1.75125,6.095
7318,1.609,6.022,1,4.898,1,0,8,-1,4.795,-2.205,-1.3,6.64625,-1.85125,6.095
7318,1.464,7.003,1,5.878,1,0,8,-1,5.495,-1.505,-0.6,6.64625,-1.15125,6.095
7349,1.307,2.665,0,0,0,0,7,-2,10.6,3.6,0,8.065,2.535,10.6
7349,1.26,3.781,0,0,0,0,7,-2,7.3,0.3,-3.3,8.065,-0.765,10.6
7349,1.335,4.693,0,0,0,0,7,-2,6.295,-0.705,-4.305,8.065,-1.77,10.6
7354,1.652,0.154,0,0,0,0,8,-1,6.095,-0.905,0,8.98166666666667,-2.88666666666667,6.095
7354,1.58,1.562,0,0,0,0,8,-1,10.4,3.4,4.305,8.98166666666667,1.41833333333333,6.095
7354,1.084,2.066,0,0,0,0,8,-1,13.2,6.2,7.105,8.98166666666667,4.21833333333333,6.095
7354,1.641,3.944,0,0,0,0,8,-1,10.6,3.6,4.505,8.98166666666667,1.61833333333333,6.095
7354,1.437,4.826,0,0,0,0,8,-1,7.3,0.3,1.205,8.98166666666667,-1.68166666666667,6.095
7354,1.613,5.903,0,0,0,0,8,-1,6.295,-0.705,0.2,8.98166666666667,-2.68666666666667,6.095
7363,1.423,0.36,0,0,0,0,8,-1,15.6,8.6,0,12.7666666666667,2.83333333333333,15.6
7363,0.765,0.46,0,0,0,0,8,-1,12.1,5.1,-3.5,12.7666666666667,-0.666666666666666,15.6
7363,1.89,0.955,0,0,0,0,8,-1,10.6,3.6,-5,12.7666666666667,-2.16666666666667,15.6
7373,1.843,0.173,0,0,1,0,9,0,3.995,-3.005,0,6.235,-2.24,3.995
7373,1.376,1.192,0,0,1,0,9,0,4.595,-2.405,0.6,6.235,-1.64,3.995
7373,1.89,2.032,0,0,1,0,9,0,6.9,-0.0999999999999996,2.905,6.235,0.665,3.995
7373,1.576,3.002,0,0,1,0,9,0,9.8,2.8,5.805,6.235,3.565,3.995
7373,1.691,3.462,0,0,1,0,9,0,11.1,4.1,7.105,6.235,4.865,3.995
7373,1.573,4.43,0,0,1,0,9,0,6.295,-0.705,2.3,6.235,0.0599999999999996,3.995
7373,1.807,5.322,0,0,1,0,9,0,6.495,-0.505,2.5,6.235,0.26,3.995
7373,1.601,6.582,0,0,1,0,9,0,5.695,-1.305,1.7,6.235,-0.54,3.995
7373,1.683,7.532,0,0,1,0,9,0,7.9,0.9,3.905,6.235,1.665,3.995
7373,1.484,8.686,0,0,1,0,9,0,5.795,-1.205,1.8,6.235,-0.44,3.995
7373,1.555,8.826,0,0,1,0,9,0,3.295,-3.705,-0.7,6.235,-2.94,3.995
7373,1.609,9.086,0,0,1,0,9,0,3.695,-3.305,-0.3,6.235,-2.54,3.995
7373,1.709,9.706,0,0,1,0,9,0,5.495,-1.505,1.5,6.235,-0.74,3.995
7406,1.596,1.373,1,1.173,0,0,8,-1,4.495,-2.505,0,4.495,0,4.495
7406,1.845,2.873,1,2.673,0,0,8,-1,4.795,-2.205,0.3,4.495,0.3,4.495
7406,2.008,4.162,1,3.962,0,0,8,-1,4.395,-2.605,-0.100000000000001,4.495,-0.100000000000001,4.495
7406,2.13,4.589,1,4.389,0,0,8,-1,4.395,-2.605,-0.100000000000001,4.495,-0.100000000000001,4.495
7406,1.792,5.57,1,5.37,0,0,8,-1,4.395,-2.605,-0.100000000000001,4.495,-0.100000000000001,4.495
7425,1.459,0.885,0,0,0,0,10,1,6.295,-0.705,0,6.016,0.279,6.295
7425,2.028,1.865,0,0,0,0,10,1,7.9,0.9,1.605,6.016,1.884,6.295
7425,2.118,3.846,0,0,0,0,10,1,4.895,-2.105,-1.4,6.016,-1.121,6.295
7425,2.13,7.168,0,0,0,0,10,1,4.995,-2.005,-1.3,6.016,-1.021,6.295
7425,2.526,8.168,0,0,0,0,10,1,5.995,-1.005,-0.3,6.016,-0.0209999999999999,6.295
7431,1.576,0.763,1,0.763,0,0,8,-1,7.4,0.4,0,5.40875,1.99125,7.4
7431,1.668,1.663,1,1.663,0,0,8,-1,7.5,0.5,0.0999999999999996,5.40875,2.09125,7.4
7431,1.75,2.641,1,2.641,0,0,8,-1,4.895,-2.105,-2.505,5.40875,-0.51375,7.4
7431,1.959,3.601,1,3.601,0,0,8,-1,5.095,-1.905,-2.305,5.40875,-0.31375,7.4
7431,2.012,4.716,1,4.716,0,0,8,-1,4.795,-2.205,-2.605,5.40875,-0.61375,7.4
7431,2.012,5.87,1,5.87,0,0,8,-1,4.795,-2.205,-2.605,5.40875,-0.61375,7.4
7431,2.245,8.139,1,8.139,0,0,8,-1,4.395,-2.605,-3.005,5.40875,-1.01375,7.4
7431,2.14,9.158,1,9.158,0,0,8,-1,4.395,-2.605,-3.005,5.40875,-1.01375,7.4
7434,1.586,0.2,0,0,1,0,10,1,6.295,-0.705,0,5.396,0.899,6.295
7434,1.422,1.162,0,0,1,0,10,1,7.4,0.4,1.105,5.396,2.004,6.295
7434,1.485,1.312,0,0,1,0,10,1,7.5,0.5,1.205,5.396,2.104,6.295
7434,1.856,1.424,0,0,1,0,10,1,4.895,-2.105,-1.4,5.396,-0.501,6.295
7434,1.914,2.239,0,0,1,0,10,1,5.095,-1.905,-1.2,5.396,-0.301,6.295
7434,2.259,3.335,0,0,1,0,10,1,4.795,-2.205,-1.5,5.396,-0.601,6.295
7434,1.462,3.415,0,0,1,0,10,1,4.795,-2.205,-1.5,5.396,-0.601,6.295
7434,1.707,3.625,0,0,1,0,10,1,4.395,-2.605,-1.9,5.396,-1.001,6.295
7434,1.883,4.644,0,0,1,0,10,1,4.395,-2.605,-1.9,5.396,-1.001,6.295
7434,1.833,5.124,1,0,1,0,10,1,4.395,-2.605,-1.9,5.396,-1.001,6.295
7444,1.645,0.698,1,0.518,1,0,10,1,7.4,0.4,0,5.396,2.004,7.4
7444,1.987,1.278,1,1.098,1,0,10,1,7.5,0.5,0.0999999999999996,5.396,2.104,7.4
7444,1.39,2.354,1,2.174,1,0,10,1,4.895,-2.105,-2.505,5.396,-0.501,7.4
7444,1.418,3.451,1,3.271,1,0,10,1,5.095,-1.905,-2.305,5.396,-0.301,7.4
7444,1.65,4.508,1,4.328,1,0,10,1,4.795,-2.205,-2.605,5.396,-0.601,7.4
7444,1.587,5.662,1,5.482,1,0,10,1,4.795,-2.205,-2.605,5.396,-0.601,7.4
7444,1.856,6.854,1,6.674,1,0,10,1,4.395,-2.605,-3.005,5.396,-1.001,7.4
7444,1.63,7.835,1,7.655,1,0,10,1,4.395,-2.605,-3.005,5.396,-1.001,7.4
7444,1.558,8.895,1,8.715,1,0,10,1,4.395,-2.605,-3.005,5.396,-1.001,7.4
7444,1.752,9.455,1,9.275,1,0,10,1,6.295,-0.705,-1.105,5.396,0.899,7.4
7456,1.885,0.305,0,0,1,0,7,-2,5.395,-1.605,0,5.408125,-0.0131250000000005,5.395
7456,1.845,2.048,0,0,1,0,7,-2,7.1,0.0999999999999996,1.705,5.408125,1.691875,5.395
7456,1.635,3.009,0,0,1,0,7,-2,6.395,-0.605,1,5.408125,0.986875,5.395
7456,1.455,3.705,0,0,1,0,7,-2,4.695,-2.305,-0.700,5.408125,-0.713125,5.395
7456,1.596,4.667,0,0,1,0,7,-2,4.995,-2.005,-0.399999999999999,5.408125,-0.413125,5.395
7456,1.789,5.517,0,0,1,0,7,-2,5.095,-1.905,-0.3,5.408125,-0.313125000000000,5.395
7456,1.749,6.9,0,0,1,0,7,-2,4.895,-2.105,-0.5,5.408125,-0.513125,5.395
7456,1.351,7.9,0,0,1,0,7,-2,4.695,-2.305,-0.700,5.408125,-0.713125,5.395
7457,1.668,0.962,0,0,1,0,6,-3,6.395,-0.605,0,5.08071428571429,1.31428571428571,6.395
7457,2.074,1.877,0,0,1,0,6,-3,4.695,-2.305,-1.7,5.08071428571429,-0.385714285714285,6.395
7457,1.932,3.377,0,0,1,0,6,-3,4.895,-2.105,-1.5,5.08071428571429,-0.185714285714286,6.395
7457,2.044,4.257,0,0,1,0,6,-3,4.295,-2.705,-2.1,5.08071428571429,-0.785714285714286,6.395
7457,2.13,5.295,0,0,1,0,6,-3,4.695,-2.305,-1.7,5.08071428571429,-0.385714285714285,6.395
7457,2.251,6.391,0,0,1,0,6,-3,4.195,-2.805,-2.2,5.08071428571429,-0.885714285714285,6.395
7457,1.407,7.276,0,0,1,0,6,-3,6.395,-0.605,0,5.08071428571429,1.31428571428571,6.395
7461,1.63,0.852,0,0,1,0,8,-1,5.395,-1.605,0,5.3955555,-0.000555499999999931,5.395
7461,1.445,0.932,0,0,1,0,8,-1,7.1,0.0999999999999996,1.705,5.3955555,1.7044445,5.395
7461,1.892,1.112,0,0,1,0,8,-1,6.395,-0.605,1,5.3955555,0.9994445,5.395
7461,1.345,1.192,0,0,1,0,8,-1,5.795,-1.205,0.4,5.3955555,0.399444500000000,5.395
7461,1.596,1.472,0,0,1,0,8,-1,5.395555,-1.604445,0.000555000000000305,5.3955555,-4.999999996258e-07,5.395
7461,2.259,2.664,0,0,1,0,8,-1,3.595,-3.405,-1.8,5.3955555,-1.8005555,5.395
7461,1.932,4.03,0,0,1,0,8,-1,4.895,-2.105,-0.5,5.3955555,-0.5005555,5.395
7461,1.89,5.087,0,0,1,0,8,-1,4.295,-2.705,-1.1,5.3955555,-1.1005555,5.395
7461,1.842,5.787,0,0,1,0,8,-1,4.695,-2.305,-0.700,5.3955555,-0.700555499999999,5.395
7461,1.752,6.459,0,0,1,0,8,-1,6.395,-0.605,1,5.3955555,0.9994445,5.395
7519,1.658,0.54,0,0,1,0,9,0,7.1,0.0999999999999996,0,5.34,1.76,7.1
7519,1.42,0.8,0,0,1,0,9,0,6.395,-0.605,-0.705,5.34,1.055,7.1
7519,1.573,2.405,0,0,1,0,9,0,4.995,-2.005,-2.105,5.34,-0.345,7.1
7519,1.929,3.232,0,0,1,0,9,0,5.095,-1.905,-2.005,5.34,-0.245,7.1
7519,2.049,4.636,0,0,1,0,9,0,4.895,-2.105,-2.205,5.34,-0.445,7.1
7519,2.058,5.655,0,0,1,0,9,0,4.295,-2.705,-2.805,5.34,-1.045,7.1
7519,2.079,6.54,0,0,1,0,9,0,4.695,-2.305,-2.405,5.34,-0.645,7.1
7519,1.872,6.98,0,0,1,0,9,0,4.195,-2.805,-2.905,5.34,-1.145,7.1
7519,1.832,7.961,0,0,1,0,9,0,6.395,-0.605,-0.705,5.34,1.055,7.1
7534,1.491,0.1,0,0,0,1,6,-3,8.3,1.3,0,5.26222222222222,3.03777777777778,8.3
7534,2.118,1.158,0,0,0,1,6,-3,4.595,-2.405,-3.705,5.26222222222222,-0.667222222222223,8.3
7534,1.714,1.946,0,0,0,1,6,-3,4.995,-2.005,-3.305,5.26222222222222,-0.267222222222222,8.3
7534,2.259,3.004,0,0,0,1,6,-3,5.195,-1.805,-3.105,5.26222222222222,-0.0672222222222221,8.3
7534,3.541,4.054,0,0,0,1,6,-3,4.995,-2.005,-3.305,5.26222222222222,-0.267222222222222,8.3
7534,3.094,4.804,0,0,0,1,6,-3,4.495,-2.505,-3.805,5.26222222222222,-0.767222222222222,8.3
7534,2.576,5.284,0,0,0,1,6,-3,4.195,-2.805,-4.105,5.26222222222222,-1.06722222222222,8.3
7534,2.996,5.704,0,0,0,1,6,-3,4.395,-2.605,-3.905,5.26222222222222,-0.867222222222223,8.3
7534,2.061,6.234,0,0,0,1,6,-3,6.195,-0.805,-2.105,5.26222222222222,0.932777777777778,8.3
7547,1.846,0.325,1,0.325,1,0,10,1,4.595,-2.405,0,5.626,-1.031,4.595
7547,2.537,1.205,1,1.205,1,0,10,1,5.995,-1.005,1.4,5.626,0.369,4.595
7547,1.532,1.894,1,1.894,1,0,10,1,7.5,0.5,2.905,5.626,1.874,4.595
7547,1.543,2.932,1,2.932,1,0,10,1,8.3,1.3,3.705,5.626,2.674,4.595
7547,1.562,3.51,1,3.51,1,0,10,1,4.595,-2.405,0,5.626,-1.031,4.595
7547,1.596,4.398,1,4.398,1,0,10,1,4.995,-2.005,0.4,5.626,-0.631,4.595
7547,1.566,4.536,1,4.536,1,0,10,1,5.195,-1.805,0.6,5.626,-0.431,4.595
7547,1.803,6.036,1,6.036,1,0,10,1,4.495,-2.505,-0.0999999999999996,5.626,-1.131,4.595
7547,2.251,7.536,1,7.536,1,0,10,1,4.395,-2.605,-0.2,5.626,-1.231,4.595
7547,2.212,7.956,1,7.956,1,0,10,1,6.195,-0.805,1.6,5.626,0.569,4.595
7549,1.376,0.18,0,0,1,0,8,-1,4.595,-2.405,0,5.45416666666667,-0.859166666666667,4.595
7549,1.763,0.685,0,0,1,0,8,-1,5.995,-1.005,1.4,5.45416666666667,0.540833333333333,4.595
7549,1.547,1.666,0,0,1,0,8,-1,7.5,0.5,2.905,5.45416666666667,2.04583333333333,4.595
7549,1.668,2.8,0,0,1,0,8,-1,8.3,1.3,3.705,5.45416666666667,2.84583333333333,4.595
7549,1.693,3.62,0,0,1,0,8,-1,4.595,-2.405,0,5.45416666666667,-0.859166666666667,4.595
7549,1.736,4.678,0,0,1,0,8,-1,4.995,-2.005,0.4,5.45416666666667,-0.459166666666667,4.595
7549,2.357,5.717,0,0,1,0,8,-1,5.195,-1.805,0.6,5.45416666666667,-0.259166666666666,4.595
7549,2.153,7.024,0,0,1,0,8,-1,4.995,-2.005,0.4,5.45416666666667,-0.459166666666667,4.595
7549,2.177,8.14,0,0,1,0,8,-1,4.495,-2.505,-0.0999999999999996,5.45416666666667,-0.959166666666667,4.595
7549,2.167,9.043,0,0,1,0,8,-1,4.195,-2.805,-0.399999999999999,5.45416666666667,-1.25916666666667,4.595
7549,2.146,10.159,0,0,1,0,8,-1,4.395,-2.605,-0.2,5.45416666666667,-1.05916666666667,4.595
7549,2.157,11.043,0,0,1,0,8,-1,6.195,-0.805,1.6,5.45416666666667,0.740833333333334,4.595
7557,1.788,1.038,0,0,0,1,11,2,5.995,-1.005,0,5.586,0.409,5.995
7557,1.763,2.038,1,0,0,1,11,2,7.5,0.5,1.505,5.586,1.914,5.995
7557,2.074,3.019,1,0.981,0,1,11,2,8.3,1.3,2.305,5.586,2.714,5.995
7557,1.794,4.038,1,2,0,1,11,2,4.595,-2.405,-1.4,5.586,-0.991,5.995
7557,1.819,5,1,2.962,0,1,11,2,4.995,-2.005,-1,5.586,-0.591,5.995
7557,1.838,6.038,1,4,0,1,11,2,5.195,-1.805,-0.8,5.586,-0.391,5.995
7557,2.267,7.173,1,5.135,0,1,11,2,4.495,-2.505,-1.5,5.586,-1.091,5.995
7557,2.493,8.077,1,6.038,0,1,11,2,4.195,-2.805,-1.8,5.586,-1.391,5.995
7557,2.549,9.5,1,7.462,0,1,11,2,4.395,-2.605,-1.6,5.586,-1.191,5.995
7557,2.592,10.308,1,8.269,0,1,11,2,6.195,-0.805,0.2,5.586,0.609,5.995
7559,1.54,0.591,0,0,0,1,7,-2,6.695,-0.305,0,7.855,-1.16,6.695
7559,1.576,0.715,0,0,0,1,7,-2,11,4,4.305,7.855,3.145,6.695
7559,1.439,1.456,0,0,0,1,7,-2,9.8,2.8,3.105,7.855,1.945,6.695
7559,1.455,2.054,0,0,0,1,7,-2,6.495,-0.505,-0.2,7.855,-1.36,6.695
7559,1.7,2.661,0,0,0,1,7,-2,7.6,0.6,0.905,7.855,-0.255000000000001,6.695
7559,1.593,3.596,0,0,0,1,7,-2,7,0,0.305,7.855,-0.855,6.695
7559,1.601,4.784,0,0,0,1,7,-2,7.855,0.855,1.16,7.855,0,6.695
7559,2.413,6.284,0,0,0,1,7,-2,6.395,-0.605,-0.300000000000001,7.855,-1.46,6.695
7567,1.412,0.795,1,0.795,1,0,8,-1,7.6,0.6,0,7.3,0.3,7.6
7567,1.096,1.91,1,1.91,1,0,8,-1,7,0,-0.6,7.3,-0.3,7.6
7572,1.749,0.696,1,0.336,0,1,8,-1,5.895,-1.105,0,6.24625,-0.35125,5.895
7572,2.911,0.837,1,0.477,0,1,8,-1,5.095,-1.905,-0.8,6.24625,-1.15125,5.895
7572,2.015,1.677,1,1.317,0,1,8,-1,5.495,-1.505,-0.399999999999999,6.24625,-0.75125,5.895
7572,1.282,1.737,1,1.377,0,1,8,-1,8.5,1.5,2.605,6.24625,2.25375,5.895
7589,1.629,1.008,0,0,0,1,10,1,4.895,-2.105,0,7.16090909090909,-2.26590909090909,4.895
7589,1.824,1.95,0,0,0,1,10,1,6.695,-0.305,1.8,7.16090909090909,-0.465909090909091,4.895
7589,1.669,2.912,0,0,0,1,10,1,11,4,6.105,7.16090909090909,3.83909090909091,4.895
7589,1.748,3.835,0,0,0,1,10,1,9.8,2.8,4.905,7.16090909090909,2.63909090909091,4.895
7589,1.75,4.58,0,0,0,1,10,1,6.495,-0.505,1.6,7.16090909090909,-0.665909090909091,4.895
7589,1.768,5.02,0,0,0,1,10,1,7.6,0.6,2.705,7.16090909090909,0.439090909090909,4.895
7589,2.259,6.097,0,0,0,1,10,1,7,0,2.105,7.16090909090909,-0.160909090909091,4.895
7589,2.086,7.597,0,0,0,1,10,1,5.895,-1.105,1,7.16090909090909,-1.26590909090909,4.895
7589,2.208,8.674,0,0,0,1,10,1,5.095,-1.905,0.2,7.16090909090909,-2.06590909090909,4.895
7589,2.248,9.354,0,0,0,1,10,1,5.795,-1.205,0.9,7.16090909090909,-1.36590909090909,4.895
7589,2.04,10.374,0,0,0,1,10,1,8.5,1.5,3.605,7.16090909090909,1.33909090909091,4.895
7594,1.803,0.705,0,0,0,1,10,1,11,4,0,7.2675,3.7325,11
7594,1.815,1.705,1,0,0,1,10,1,9.8,2.8,-1.2,7.2675,2.5325,11
7594,1.804,2.667,1,0.962,0,1,10,1,6.495,-0.505,-4.505,7.2675,-0.7725,11
7594,1.778,3.782,1,2.077,0,1,10,1,7.6,0.6,-3.4,7.2675,0.332500000000000,11
7594,1.789,4.754,1,3.049,0,1,10,1,7,0,-4,7.2675,-0.2675,11
7594,1.798,5.889,1,4.184,0,1,10,1,5.895,-1.105,-5.105,7.2675,-1.3725,11
7594,1.747,7.042,1,5.337,0,1,10,1,5.095,-1.905,-5.905,7.2675,-2.1725,11
7594,1.909,8.119,1,6.414,0,1,10,1,5.795,-1.205,-5.205,7.2675,-1.4725,11
7594,2.079,9.023,1,7.318,0,1,10,1,5.495,-1.505,-5.505,7.2675,-1.7725,11
7594,1.529,9.863,1,8.158,0,1,10,1,8.5,1.5,-2.5,7.2675,1.2325,11
7641,1.248,0.516,1,0.516,1,0,11,2,6.595,-0.405,0,7.9440909090909,-1.34909090909091,6.595
7641,1.788,0.916,1,0.916,1,0,11,2,5.695,-1.305,-0.9,7.9440909090909,-2.24909090909091,6.595
7641,1.645,1.256,1,1.256,1,0,11,2,8.6,1.6,2.005,7.9440909090909,0.65590909090909,6.595
7641,1.729,2.256,1,2.256,1,0,11,2,10.4,3.4,3.805,7.9440909090909,2.45590909090909,6.595
7641,1.845,3.217,1,3.217,1,0,11,2,8.3,1.3,1.705,7.9440909090909,0.355909090909091,6.595
7641,1.656,3.937,1,3.937,1,0,11,2,9,2,2.405,7.9440909090909,1.05590909090909,6.595
7641,1.464,3.991,1,3.991,1,0,11,2,9.8,2.8,3.205,7.9440909090909,1.85590909090909,6.595
7641,1.749,4.611,1,4.611,1,0,11,2,8.6,1.6,2.005,7.9440909090909,0.65590909090909,6.595
7641,1.773,5.109,1,5.109,1,0,11,2,7.2,0.2,0.605,7.9440909090909,-0.744090909090909,6.595
7641,1.792,6.301,1,6.301,1,0,11,2,5.795,-1.205,-0.8,7.9440909090909,-2.14909090909091,6.595
7641,1.711,7.128,1,7.128,1,0,11,2,7.4,0.4,0.805,7.9440909090909,-0.544090909090909,6.595
7714,1.712,0.3,0,0,1,0,9,0,5.895,-1.105,0,9.52055555555556,-3.62555555555556,5.895
7714,1.527,0.885,0,0,1,0,9,0,7.8,0.8,1.905,9.52055555555556,-1.72055555555556,5.895
7714,1.491,0.99,0,0,1,0,9,0,14.8,7.8,8.905,9.52055555555556,5.27944444444445,5.895
7714,2.142,1.242,0,0,1,0,9,0,12,5,6.105,9.52055555555556,2.47944444444444,5.895
7714,1.103,1.382,0,0,1,0,9,0,12,5,6.105,9.52055555555556,2.47944444444444,5.895
7714,1.307,2.277,0,0,1,0,9,0,11.5,4.5,5.605,9.52055555555556,1.97944444444444,5.895
7714,1.66,2.597,0,0,1,0,9,0,8.6,1.6,2.705,9.52055555555556,-0.920555555555556,5.895
7714,1.609,2.889,0,0,1,0,9,0,6.795,-0.205,0.9,9.52055555555556,-2.72555555555556,5.895
7714,1.57,3.689,0,0,1,0,9,0,6.295,-0.705,0.4,9.52055555555556,-3.22555555555556,5.895
7758,2.575,1.304,0,0,0,0,10,1,3.995,-3.005,0,5.79642857142857,-1.80142857142857,3.995
7758,1.987,1.979,0,0,0,0,10,1,7.7,0.7,3.705,5.79642857142857,1.90357142857143,3.995
7758,1.418,2.279,0,0,0,0,10,1,6.095,-0.905,2.1,5.79642857142857,0.298571428571428,3.995
7758,2.633,2.299,0,0,0,0,10,1,6.195,-0.805,2.2,5.79642857142857,0.398571428571429,3.995
7758,1.526,2.349,0,0,0,0,10,1,6.9,-0.0999999999999996,2.905,5.79642857142857,1.10357142857143,3.995
7758,0.967,2.889,0,0,0,0,10,1,5.195,-1.805,1.2,5.79642857142857,-0.601428571428571,3.995
7758,1.314,3.594,0,0,0,0,10,1,4.495,-2.505,0.5,5.79642857142857,-1.30142857142857,3.995
7780,2.737,4.198,1,4.083,0,0,8,-1,4.395,-2.605,0,3.895,0.5,4.395
7780,2.297,5.064,1,4.948,0,0,8,-1,3.395,-3.605,-1,3.895,-0.5,4.395
7803,1.376,0.68,0,0,1,0,7,-2,4.595,-2.405,0,5.285,-0.69,4.595
7803,1.892,1.738,0,0,1,0,7,-2,5.795,-1.205,1.2,5.285,0.51,4.595
7803,1.856,2.603,0,0,1,0,7,-2,3.795,-3.205,-0.8,5.285,-1.49,4.595
7803,1.887,3.751,0,0,1,0,7,-2,4.395,-2.605,-0.2,5.285,-0.89,4.595
7803,1.389,3.792,0,0,1,0,7,-2,5.395,-1.605,0.8,5.285,0.109999999999999,4.595
7803,1.61,4.812,0,0,1,0,7,-2,5.695,-1.305,1.1,5.285,0.41,4.595
7803,1.707,5.784,0,0,1,0,7,-2,6.395,-0.605,1.8,5.285,1.11,4.595
7803,2.353,5.892,0,0,1,0,7,-2,4.995,-2.005,0.4,5.285,-0.29,4.595
7803,1.335,6.258,0,0,1,0,7,-2,6.195,-0.805,1.6,5.285,0.91,4.595
7803,1.57,6.398,0,0,1,0,7,-2,5.595,-1.405,1,5.285,0.310000000000000,4.595
7812,1.418,0.942,1,0.942,1,0,8,-1,4.395,-2.605,0,5.375,-0.98,4.395
7812,1.433,2.058,1,2.058,1,0,8,-1,5.395,-1.605,1,5.375,0.0199999999999996,4.395
7812,1.932,3.385,1,3.385,1,0,8,-1,5.695,-1.305,1.3,5.375,0.32,4.395
7812,2.218,4.19,1,4.19,1,0,8,-1,6.395,-0.605,2,5.375,1.02,4.395
7812,2.145,5.15,1,5.15,1,0,8,-1,4.995,-2.005,0.6,5.375,-0.38,4.395
7816,1.491,0.134,0,0,1,0,9,0,5.795,-1.205,0,5.26166666666667,0.533333333333333,5.795
7816,2.042,0.154,0,0,1,0,9,0,4.395,-2.605,-1.4,5.26166666666667,-0.866666666666667,5.795
7816,1.464,0.641,1,0.487,1,0,9,0,5.595,-1.405,-0.2,5.26166666666667,0.333333333333333,5.795
7837,1.49,0.175,0,0,0,1,9,0,4.695,-2.305,0,6.247,-1.552,4.695
7837,1.725,1.213,0,0,0,1,9,0,3.595,-3.405,-1.1,6.247,-2.652,4.695
7837,1.353,1.538,0,0,0,1,9,0,4.895,-2.105,0.199999999999999,6.247,-1.352,4.695
7837,1.984,2.253,0,0,0,1,9,0,8,1,3.305,6.247,1.753,4.695
7837,1.972,2.358,0,0,0,1,9,0,9.3,2.3,4.605,6.247,3.053,4.695
7837,1.749,3.758,0,0,0,1,9,0,9,2,4.305,6.247,2.753,4.695
7837,1.667,4.682,0,0,0,1,9,0,7.8,0.8,3.105,6.247,1.553,4.695
7837,3.046,4.79,0,0,0,1,9,0,5.495,-1.505,0.8,6.247,-0.752,4.695
7837,1.974,5.982,0,0,0,1,9,0,4.495,-2.505,-0.2,6.247,-1.752,4.695
7837,1.473,6.614,0,0,0,1,9,0,5.195,-1.805,0.5,6.247,-1.052,4.695
7839,0.939,0.623,1,0.122,1,0,9,0,7.4,0.4,0,7.365,0.0350000000000001,7.4
7839,1.885,1.928,1,1.427,1,0,9,0,9.3,2.3,1.9,7.365,1.935,7.4
7839,1.238,3.238,1,2.737,1,0,9,0,9,2,1.6,7.365,1.635,7.4
7839,1.351,3.548,1,3.047,1,0,9,0,7.8,0.8,0.399999999999999,7.365,0.435000000000000,7.4
7839,1.303,3.618,1,3.117,1,0,9,0,5.495,-1.505,-1.905,7.365,-1.87,7.4
7839,1.709,5.118,1,4.617,1,0,9,0,5.195,-1.805,-2.205,7.365,-2.17,7.4
